"region","tdate","country","discharging_port","delivery_mode","customer_name","customer_group","category","pid","pallets","branding","total_volume","volume_per_container","incoterm","status1","Status2","payment_terms","payment_terms_days","price","estimated_freight","estimated_fob","sales_order","od","supplier","transporter","inspection","shipping_line","shipped_via","loading_date_at_plant","quantity_removed_from_the_site","stuffing_date","real_freight","real_fob","blno","sequence_date","transit_time","bldate","net_quantity","clearance_date","userComment","type_tc","port_loading","freight_invoice","freight_invoice2","freight_invoice3","days_of_storage","storage_cost","days_of_storage2","storage_cost2","days_of_storage3","storage_cost3","jours_half","jours_1","jours_2","jours_3","ac_status","contract_id","contract_status","invoice","Payment_status"
"Americas","2022-10-04","Argentina","","Container","ALF AMMAR","CP Group","MCP","0","1 pallet per 2 BB","Phosfeed","100","22","CIF","Deal concluded","CONFIRMED","CAD","90","610","44","40","1743","891","ONCF","GAMMA","Inspectorate","SEALAND","SEALAND","2022-11-19","1320","2022-04-27","0","0","0","2022-12-20","15","2022-05-22","550","2022-12-25","","20'","CASABLANCA","119178.58","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Signed OCP","19423","Paid\"
"Americas","2022-07-03","Thailand","BUENOS AIRES","Container","Vial/Vitafort","ALF AMMAR","MCP","0","1 pallet per BB","Phosfeed","440","22","CFR","Invoiced","CONFIRMED","L/C","90","610","25","37","1843","892","ONCF","GAMMA","Inspectorate","CMA CGM","MAERSK","2022-11-18","484","2022-04-27","0","36","237739812","2022-06-18","15","2022-06-23","1200","2022-06-23","","20'","CASABLANCA","119178.58","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed OCP","18452","Paid\"
"Americas","2022-10-04","Nigeria","LAGOS","Truck","CPF (Thailand) Public Company Limited","GREEFOS","MDCP","0","1 pallet per 2 BB","Phosfeed","100","20","CIF","Finalized","CONFIRMED","Cable bank transfer","90","730","20","37","1843","893","ONCF","HAPAG LLOYD","Inspectorate","HAPAG LLOYD","SEALAND","2022-11-19","605","2022-11-30","27","38","237739812","2022-12-20","0","2022-05-22","4434","0000-00-00","","20'","TANGER","0","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Draft","18452","Not Paid\"
"Europe","2022-04-02","Greece","","Container","ESIFAR","ESIFAR","MDCP","0","1 pallet per BB","Phosfeed","4400","20","CIF","Finalized","CONFIRMED","L/C","45","610","20","35","1634","894","IPSEN","HAPAG LLOYD","Inspectorate","HAPAG LLOYD","HAPAG LLOYD","2022-05-17","605","2022-05-29","19","38","0","0000-00-00","30","2022-05-22","550","2022-12-25","","","CASABLANCA","137986.14","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","19423","Paid\"
"Americas","2022-04-02","Thailand","BUENOS AIRES","Container","ESIFAR","CP Group","MCP","0","1 pallet per BB","Phosfeed","100","22","EXW","Deal concluded","CONFIRMED","L/C","15","740","20","40","1772","895","ONCF","SEALAND","Inspectorate","MAERSK","CMA CGM","2022-11-18","1320","2022-08-29","40","33","0","2022-06-18","15","2022-09-23","4434","2022-12-25","","","CASABLANCA","119178.58","0","0","2","84.91","0","0","0","0","0","0","0","0","Sent","1383","Signed OCP","18732","Not Paid\"
"Europe","2022-04-02","Greece","LAGOS","Truck","CPF (Thailand) Public Company Limited","ALF AMMAR","MCP","0","1 pallet per BB","Phosfeed","4400","22","CFR","Deal concluded","CONFIRMED","CAD","90","730","25","37","1843","896","IPSEN","CMA CGM","Inspectorate","SEALAND","CMA CGM","2022-11-18","605","2022-04-27","19","38","0","2022-09-18","30","2022-09-23","440","0000-00-00","","20'","TANGER","116","0","0","2","0","0","0","0","0","0","1","0","0","Sent","1982","Signed Customer","18732","Paid\"
"Asia","2022-10-04","Nigeria","","Container","GREEFOS","ALF AMMAR","MCP","0","1 pallet per BB","Neutre","1200","25","CFR","Finalized","CONFIRMED","D/A","60","610","44","0","1843","897","SVN","HAPAG LLOYD","Inspectorate","MAERSK","HAPAG LLOYD","2022-11-19","484","2022-11-30","0","0","237739812","2022-05-17","15","2022-09-23","100","2022-12-25","","20'","CASABLANCA","0","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Draft","18668","Paid\"
"Europe","2022-04-02","Thailand","THESSALONIKI","Container","GREEFOS","GREEFOS","DCP","0","1 pallet per BB","Phosfeed","1200","20","CFR","Invoiced","CONFIRMED","Cable bank transfer","45","610","30","0","1743","898","IPSEN","MAERSK","Inspectorate","HAPAG LLOYD","MAERSK","2022-11-19","1320","2022-08-29","19","40","237739812","2022-09-18","60","2022-05-22","440","2022-12-25","","20'","JORF LASFAR","0","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Draft","18668","Paid\"
"Local Market","2022-07-03","Argentina","BUENOS AIRES","Vessel","CPF (Thailand) Public Company Limited","ESIFAR","DCP","0","1 pallet per 2 BB","Phosfeed","4400","22","EXW","Deal concluded","CONFIRMED","CAD","0","690","44","37","1843","899","SVN","CMA CGM","Inspectorate","BDP","MAERSK","2022-08-17","605","2022-04-27","27","36","0","2022-05-17","0","0000-00-00","440","2022-09-23","","20'","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1443","Signed Customer","18732","Paid\"
"Africa","2022-07-03","Nigeria","LAT KRABANG","Vessel","CPF (Thailand) Public Company Limited","CP Group","MDCP","0","1 pallet per BB","Phosfeed","1200","20","CFR","Finalized","CONFIRMED","D/A","0","740","0","37","1435","900","ONCF","HAPAG LLOYD","Inspectorate","SEALAND","HAPAG LLOYD","2022-05-17","1320","2022-11-30","27","0","237739812","2022-06-18","15","2022-06-23","440","2022-12-25","","20'","","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Draft","19832","Not Paid\"
"Asia","2022-04-02","Thailand","LAGOS","Truck","GREEFOS","Vial/Vitafort","MDCP","0","1 pallet per BB","Phosfeed","440","25","CFR","Deal concluded","CONFIRMED","Cable bank transfer","60","740","0","37","1435","901","IPSEN","CMA CGM","Inspectorate","CMA CGM","CMA CGM","2022-11-19","110","2022-05-29","19","33","237739812","2022-12-20","0","2022-09-23","4434","2022-09-23","","40' Dry","TANGER","137986.14","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1382","Signed OCP","19832","Paid\"
"Europe","2022-10-05","Nigeria","","Container","ALF AMMAR","ALF AMMAR","MCP","0","1 pallet per 2 BB","Phosfeed","4400","22","CFR","Deal concluded","CONFIRMED","CAD","15","730","44","0","1843","902","ONCF","SEALAND","Inspectorate","HAPAG LLOYD","HAPAG LLOYD","2022-11-19","4840","2022-08-29","0","38","237739812","2022-09-18","60","0000-00-00","550","2022-12-25","","20'","JORF LASFAR","0","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed Customer","19423","Paid\"
"Europe","2022-10-04","Greece","LAT KRABANG","Container","Vial/Vitafort","Vial/Vitafort","MDCP","0","1 pallet per BB","Phosfeed","1200","20","CFR","Deal concluded","CONFIRMED","Cable bank transfer","0","610","20","35","1435","903","SVN","GAMMA","Inspectorate","BDP","HAPAG LLOYD","2022-08-17","484","2022-11-30","19","40","237739812","2022-12-20","60","2022-06-23","1200","2022-09-23","","40' Dry","JORF LASFAR","116","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1982","Signed OCP","18452","Paid\"
"Europe","2022-03-01","Thailand","","Container","ALF AMMAR","Vial/Vitafort","MDCP","0","1 pallet per BB","Phosfeed","4400","20","EXW","Deal concluded","CONFIRMED","Cable bank transfer","60","780","44","37","1634","904","IPSEN","HAPAG LLOYD","Inspectorate","CMA CGM","SEALAND","2022-11-19","484","2022-08-29","0","36","0","2022-06-18","30","0000-00-00","550","2022-12-25","","","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1398","Signed OCP","18732","Paid\"
"Europe","2022-04-02","Thailand","LAT KRABANG","Vessel","ESIFAR","GREEFOS","MCP","0","1 pallet per BB","Phosfeed","550","20","CIF","Finalized","CONFIRMED","Cable bank transfer","60","780","20","37","1772","905","ONCF","CMA CGM","Inspectorate","BDP","CMA CGM","2022-11-18","484","2022-04-27","33","33","0","2022-12-20","60","2022-09-23","100","2022-09-23","","20'","","137986.14","2280.23","0","0","0","0","0","0","0","0","1","0","0","Sent","1982","Signed OCP","18732","Not Paid\"
"Europe","2022-10-04","Nigeria","THESSALONIKI","Truck","Vial/Vitafort","Vial/Vitafort","MDCP","0","1 pallet per 2 BB","Phosfeed","440","25","EXW","Delivery in progress","CONFIRMED","D/A","60","690","0","35","1843","906","SVN","GAMMA","Inspectorate","HAPAG LLOYD","SEALAND","2022-05-17","1320","2022-08-29","27","33","1236876312","0000-00-00","60","2022-06-23","440","2022-09-23","","40' Dry","CASABLANCA","119178.58","0","0","0","84.91","0","0","0","0","0","1","0","0","Sent","1383","Signed OCP","19423","Paid\"
"Americas","2022-10-04","Argentina","","Vessel","ALF AMMAR","GREEFOS","MDCP","0","1 pallet per BB","Phosfeed","440","22","CIF","Finalized","CONFIRMED","Cable bank transfer","90","690","44","40","1435","907","ONCF","GAMMA","Inspectorate","CMA CGM","MAERSK","2022-08-17","110","2022-05-29","40","33","237739812","2022-06-18","60","0000-00-00","1200","2022-06-23","","20'","CASABLANCA","0","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1398","Draft","19423","Paid\"
"Americas","2022-10-04","Argentina","THESSALONIKI","Container","ALF AMMAR","GREEFOS","DCP","0","1 pallet per BB","Phosfeed","1200","25","CFR","Delivery in progress","CONFIRMED","L/C","90","690","30","0","1634","908","IPSEN","MAERSK","Inspectorate","CMA CGM","SEALAND","2022-11-19","110","2022-08-29","19","33","237739812","2022-05-17","60","2022-06-23","550","2022-05-22","","40' Dry","TANGER","0","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Signed Customer","19832","Paid\"
"Asia","2022-03-01","Argentina","LAT KRABANG","Truck","ESIFAR","Vial/Vitafort","MCP","0","1 pallet per 2 BB","Phosfeed","440","22","CIF","Deal concluded","CONFIRMED","Cable bank transfer","45","730","44","35","1843","909","SVN","HAPAG LLOYD","Inspectorate","MAERSK","MAERSK","2022-11-19","484","2022-08-29","33","36","0","2022-06-18","30","2022-06-23","440","2022-05-22","","20'","","137986.14","0","0","0","84.91","0","0","0","0","0","1","0","0","Sent","1383","Signed Customer","19423","Not Paid\"
"Americas","2022-10-05","Nigeria","LAT KRABANG","Container","GREEFOS","CP Group","DCP","0","1 pallet per 2 BB","Phosfeed","1200","22","CFR","Deal concluded","CONFIRMED","L/C","60","730","0","35","1435","910","SVN","SEALAND","Inspectorate","HAPAG LLOYD","CMA CGM","2022-05-17","1320","0000-00-00","19","0","1236876312","2022-06-18","60","2022-05-22","100","2022-05-22","","20'","JORF LASFAR","0","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","18668","Paid\"
"Europe","2022-04-02","Greece","LAGOS","Container","ALF AMMAR","GREEFOS","MDCP","0","1 pallet per BB","Phosfeed","4400","22","EXW","Invoiced","CONFIRMED","Cable bank transfer","0","780","30","37","1772","911","SVN","MAERSK","Inspectorate","SEALAND","CMA CGM","2022-04-15","605","0000-00-00","27","36","0","2022-12-20","0","2022-09-23","1200","0000-00-00","","40' Dry","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1398","Signed Customer","18668","Not Paid\"
"Americas","2022-07-03","Morocco","LAGOS","Container","ESIFAR","CP Group","MDCP","0","1 pallet per BB","Phosfeed","4400","22","EXW","Invoiced","CONFIRMED","Cable bank transfer","15","740","44","0","1772","912","SVN","HAPAG LLOYD","Inspectorate","BDP","MAERSK","2022-11-19","110","0000-00-00","33","38","1236876312","2022-06-18","30","2022-09-23","550","2022-12-25","","20'","JORF LASFAR","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Draft","18668","Paid\"
"Europe","2022-07-03","Thailand","BUENOS AIRES","Truck","ALF AMMAR","Vial/Vitafort","MDCP","0","1 pallet per 2 BB","Phosfeed","440","20","CIF","Deal concluded","CONFIRMED","Cable bank transfer","15","690","20","35","1634","913","IPSEN","MAERSK","Inspectorate","SEALAND","HAPAG LLOYD","2022-11-18","605","2022-11-30","40","40","0","2022-12-20","30","2022-06-23","100","2022-09-23","","20'","CASABLANCA","116","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Signed OCP","18452","Paid\"
"Asia","2022-07-03","Morocco","THESSALONIKI","Vessel","Vial/Vitafort","CP Group","MDCP","0","1 pallet per BB","Phosfeed","550","20","EXW","Invoiced","CONFIRMED","Cable bank transfer","60","740","44","37","1843","914","SVN","GAMMA","Inspectorate","CMA CGM","MAERSK","2022-08-17","4840","2022-05-29","19","38","237739812","2022-06-18","0","2022-05-22","550","0000-00-00","","20'","TANGER","116","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","19423","Paid\"
"Europe","2022-03-01","Argentina","BUENOS AIRES","Container","ESIFAR","Vial/Vitafort","MDCP","0","1 pallet per BB","Phosfeed","100","22","CFR","Delivery in progress","CONFIRMED","L/C","90","690","30","37","1634","915","IPSEN","GAMMA","Inspectorate","SEALAND","SEALAND","2022-05-17","110","2022-05-29","40","38","0","2022-05-17","15","2022-12-25","1200","2022-05-22","","","","137986.14","0","0","0","0","0","0","0","0","3","0","0","0","Sent","1443","Signed OCP","18668","Paid\"
"Local Market","2022-10-04","Greece","BUENOS AIRES","Container","ESIFAR","CP Group","MDCP","0","1 pallet per 2 BB","Phosfeed","4400","20","CFR","Deal concluded","CONFIRMED","D/A","0","610","25","35","1743","916","SVN","GAMMA","Inspectorate","SEALAND","SEALAND","2022-08-17","484","2022-05-29","27","33","237739812","2022-12-20","15","2022-05-22","4434","0000-00-00","","40' Dry","CASABLANCA","116","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1398","Signed OCP","19832","Paid\"
"Americas","2022-10-04","Nigeria","","Container","GREEFOS","Vial/Vitafort","MCP","0","1 pallet per BB","Neutre","440","22","EXW","Delivery in progress","CONFIRMED","CAD","45","730","20","37","1843","917","SVN","GAMMA","Inspectorate","HAPAG LLOYD","HAPAG LLOYD","2022-04-15","110","2022-04-27","19","33","1236876312","0000-00-00","0","2022-06-23","100","2022-09-23","","20'","CASABLANCA","116","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Draft","18452","Paid\"
"Americas","2022-10-04","Nigeria","","Vessel","ALF AMMAR","GREEFOS","MDCP","0","1 pallet per 2 BB","Phosfeed","550","25","CIF","Finalized","CONFIRMED","Cable bank transfer","60","780","20","40","1772","918","SVN","GAMMA","Inspectorate","CMA CGM","SEALAND","2022-05-17","484","2022-04-27","19","38","1236876312","2022-06-18","25","2022-05-22","4434","2022-09-23","","20'","CASABLANCA","119178.58","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","19423","Paid\"
"Local Market","2022-07-03","Morocco","","Truck","ALF AMMAR","ALF AMMAR","MCP","0","1 pallet per BB","Phosfeed","440","20","EXW","Finalized","CONFIRMED","Cable bank transfer","0","690","44","0","1634","919","ONCF","MAERSK","Inspectorate","MAERSK","CMA CGM","2022-05-17","484","2022-04-27","0","0","0","2022-09-18","15","2022-05-22","440","2022-06-23","","20'","JORF LASFAR","0","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Signed Customer","18668","Paid\"
"Europe","2022-10-05","Nigeria","LAT KRABANG","Vessel","CPF (Thailand) Public Company Limited","CP Group","MDCP","0","1 pallet per BB","Neutre","1200","20","CFR","Deal concluded","CONFIRMED","L/C","15","740","25","0","1772","920","SVN","GAMMA","Inspectorate","MAERSK","CMA CGM","2022-04-15","4840","2022-04-27","33","33","0","2022-12-20","30","2022-06-23","4434","2022-12-25","","40' Dry","JORF LASFAR","137986.14","0","0","2","0","0","0","0","0","0","0","0","0","Sent","1398","Signed Customer","19832","Not Paid\"
"Europe","2022-10-04","Greece","LAT KRABANG","Truck","GREEFOS","Vial/Vitafort","DCP","0","1 pallet per BB","Neutre","440","20","CFR","Finalized","CONFIRMED","CAD","0","780","20","0","1634","921","IPSEN","GAMMA","Inspectorate","SEALAND","MAERSK","2022-04-15","484","2022-04-27","19","38","1236876312","2022-09-18","60","2022-06-23","550","2022-05-22","","20'","JORF LASFAR","119178.58","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Signed OCP","19832","Paid\"
"Local Market","2022-10-05","Argentina","LAGOS","Container","GREEFOS","GREEFOS","MDCP","0","1 pallet per BB","Phosfeed","1200","22","CIF","Deal concluded","CONFIRMED","L/C","45","690","25","37","1772","922","IPSEN","MAERSK","Inspectorate","SEALAND","HAPAG LLOYD","2022-11-19","484","0000-00-00","0","36","237739812","2022-09-18","0","2022-09-23","100","2022-05-22","","20'","CASABLANCA","116","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Signed OCP","19423","Paid\"
"Europe","2022-10-04","Morocco","","Container","ESIFAR","ALF AMMAR","DCP","0","1 pallet per 2 BB","Neutre","440","20","CFR","Finalized","CONFIRMED","D/A","45","740","44","0","1843","923","IPSEN","GAMMA","Inspectorate","BDP","MAERSK","2022-04-15","605","2022-11-30","40","36","0","0000-00-00","60","2022-12-25","440","0000-00-00","","20'","CASABLANCA","119178.58","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1443","Signed Customer","18732","Paid\"
"Americas","2022-07-03","Morocco","LAT KRABANG","Container","CPF (Thailand) Public Company Limited","GREEFOS","MDCP","0","1 pallet per BB","Neutre","1200","20","CIF","Finalized","CONFIRMED","Cable bank transfer","0","610","20","37","1772","924","IPSEN","SEALAND","Inspectorate","BDP","HAPAG LLOYD","2022-04-15","1320","2022-04-27","27","40","1236876312","2022-06-18","15","2022-09-23","4434","0000-00-00","","40' Dry","JORF LASFAR","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","18668","Paid\"
"Africa","2022-10-04","Thailand","BUENOS AIRES","Container","ESIFAR","GREEFOS","DCP","0","1 pallet per BB","Neutre","550","22","CFR","Deal concluded","CONFIRMED","CAD","0","780","0","37","1435","925","IPSEN","MAERSK","Inspectorate","HAPAG LLOYD","MAERSK","2022-05-17","1320","2022-04-27","19","40","0","2022-05-17","60","2022-09-23","4434","2022-09-23","","40' Dry","TANGER","119178.58","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1383","Draft","18732","Paid\"
"Europe","2022-10-04","Morocco","LAGOS","Container","ALF AMMAR","ALF AMMAR","MDCP","0","1 pallet per BB","Phosfeed","1200","22","EXW","Invoiced","CONFIRMED","D/A","90","740","30","0","1634","926","IPSEN","HAPAG LLOYD","Inspectorate","HAPAG LLOYD","SEALAND","2022-04-15","110","2022-08-29","33","40","0","0000-00-00","15","2022-12-25","4434","2022-09-23","","","TANGER","116","0","0","0","84.91","0","0","0","0","0","1","0","0","Sent","1383","Signed OCP","19423","Paid\"
"Africa","2022-03-01","Argentina","LAGOS","Truck","ESIFAR","ESIFAR","DCP","0","1 pallet per BB","Phosfeed","100","22","CFR","Deal concluded","CONFIRMED","L/C","15","740","25","40","1743","927","SVN","HAPAG LLOYD","Inspectorate","CMA CGM","HAPAG LLOYD","2022-05-17","484","2022-04-27","0","0","1236876312","2022-09-18","60","2022-06-23","550","0000-00-00","","","CASABLANCA","0","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed OCP","18668","Paid\"
"Africa","2022-10-05","Morocco","LAGOS","Container","Vial/Vitafort","GREEFOS","MDCP","0","1 pallet per 2 BB","Phosfeed","1200","22","CFR","Delivery in progress","CONFIRMED","Cable bank transfer","90","610","20","37","1743","928","SVN","GAMMA","Inspectorate","BDP","HAPAG LLOYD","2022-11-19","4840","2022-08-29","19","36","0","2022-09-18","0","2022-12-25","4434","2022-09-23","","40' Dry","CASABLANCA","116","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed Customer","18668","Paid\"
"Africa","2022-10-05","Greece","BUENOS AIRES","Container","Vial/Vitafort","CP Group","MDCP","0","1 pallet per BB","Phosfeed","1200","22","CFR","Delivery in progress","CONFIRMED","Cable bank transfer","60","730","0","0","1772","929","IPSEN","HAPAG LLOYD","Inspectorate","BDP","CMA CGM","2022-05-17","605","2022-08-29","19","0","0","0000-00-00","15","2022-12-25","1200","2022-12-25","","20'","CASABLANCA","137986.14","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Signed OCP","18732","Paid\"
